t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_solid(bar),fO2_melt(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s)
9.465994e+03,2.456237e+03,2.442746e+03,7.114836e+03,1.549130e+04,8.376467e+03,4.786744e-01,NaN,NaN,7.865874e-03,1.744379e+16,3.148608e+19,2.414823e+20,5.109557e+16,4.611382e+20,8.320891e+18,7.093681e+20,1.667694e+02,1.425457e+01,1.525148e+02,NaN,NaN,NaN,NaN,3.956874e-02,NaN,5.393056e+06,5.650310e-03
9.473345e+03,2.455903e+03,2.441981e+03,7.077415e+03,1.545388e+04,8.376466e+03,4.776870e-01,NaN,NaN,7.879728e-03,1.746922e+16,3.143503e+19,2.415333e+20,5.125087e+16,4.611175e+20,8.341465e+18,7.096672e+20,1.668042e+02,1.428982e+01,1.525144e+02,NaN,NaN,NaN,NaN,3.956027e-02,NaN,5.394959e+06,5.654408e-03
9.491259e+03,2.455090e+03,2.441199e+03,7.039228e+03,1.541569e+04,8.376463e+03,4.766771e-01,NaN,NaN,7.893959e-03,1.749527e+16,3.138300e+19,2.415853e+20,5.141000e+16,4.610963e+20,8.362481e+18,7.099725e+20,1.668404e+02,1.432582e+01,1.525146e+02,NaN,NaN,NaN,NaN,3.955180e-02,NaN,5.396901e+06,5.664397e-03
9.509637e+03,2.454259e+03,2.440417e+03,7.001148e+03,1.537761e+04,8.376461e+03,4.756684e-01,NaN,NaN,7.908244e-03,1.752127e+16,3.133114e+19,2.416371e+20,5.156926e+16,4.610749e+20,8.383517e+18,7.102775e+20,1.668768e+02,1.436186e+01,1.525149e+02,NaN,NaN,NaN,NaN,3.954340e-02,NaN,5.398837e+06,5.674642e-03
9.528050e+03,2.453428e+03,2.439644e+03,6.963516e+03,1.533997e+04,8.376458e+03,4.746699e-01,NaN,NaN,7.922454e-03,1.754698e+16,3.127985e+19,2.416879e+20,5.172724e+16,4.610539e+20,8.404385e+18,7.105785e+20,1.669128e+02,1.439761e+01,1.525152e+02,NaN,NaN,NaN,NaN,3.953516e-02,NaN,5.400750e+06,5.684905e-03
9.546334e+03,2.452606e+03,2.439147e+03,6.939389e+03,1.531584e+04,8.376455e+03,4.740284e-01,NaN,NaN,7.931615e-03,1.756349e+16,3.124697e+19,2.417205e+20,5.182888e+16,4.610403e+20,8.417782e+18,7.107716e+20,1.669361e+02,1.442056e+01,1.525155e+02,NaN,NaN,NaN,NaN,3.952992e-02,NaN,5.401977e+06,5.695094e-03
9.558128e+03,2.452078e+03,2.438837e+03,6.924348e+03,1.530080e+04,8.376454e+03,4.736288e-01,NaN,NaN,7.937344e-03,1.757370e+16,3.122635e+19,2.417419e+20,5.189226e+16,4.610316e+20,8.426213e+18,7.108955e+20,1.669500e+02,1.443500e+01,1.525150e+02,NaN,NaN,NaN,NaN,3.952630e-02,NaN,5.402741e+06,5.701666e-03
9.565467e+03,2.451749e+03,2.438079e+03,6.887507e+03,1.526396e+04,8.376453e+03,4.726491e-01,NaN,NaN,7.951437e-03,1.759871e+16,3.117589e+19,2.417923e+20,5.204788e+16,4.610108e+20,8.446942e+18,7.111944e+20,1.669845e+02,1.447051e+01,1.525140e+02,NaN,NaN,NaN,NaN,3.951780e-02,NaN,5.404610e+06,5.705753e-03
9.583518e+03,2.450943e+03,2.437302e+03,6.849886e+03,1.522634e+04,8.376450e+03,4.716464e-01,NaN,NaN,7.965926e-03,1.762435e+16,3.112443e+19,2.418437e+20,5.220745e+16,4.609894e+20,8.468129e+18,7.114995e+20,1.670204e+02,1.450681e+01,1.525136e+02,NaN,NaN,NaN,NaN,3.950929e-02,NaN,5.406520e+06,5.715809e-03
9.602054e+03,2.450118e+03,2.436526e+03,6.812372e+03,1.518882e+04,8.376448e+03,4.706450e-01,NaN,NaN,7.980470e-03,1.764994e+16,3.107314e+19,2.418950e+20,5.236715e+16,4.609679e+20,8.489335e+18,7.118045e+20,1.670565e+02,1.454313e+01,1.525134e+02,NaN,NaN,NaN,NaN,3.950086e-02,NaN,5.408424e+06,5.726131e-03
9.620629e+03,2.449293e+03,2.435759e+03,6.775292e+03,1.515174e+04,8.376445e+03,4.696535e-01,NaN,NaN,7.994941e-03,1.767525e+16,3.102241e+19,2.419452e+20,5.252558e+16,4.609467e+20,8.510375e+18,7.121053e+20,1.670923e+02,1.457918e+01,1.525131e+02,NaN,NaN,NaN,NaN,3.949259e-02,NaN,5.410305e+06,5.736472e-03
9.639078e+03,2.448477e+03,2.435261e+03,6.751324e+03,1.512777e+04,8.376443e+03,4.690114e-01,NaN,NaN,8.004348e-03,1.769165e+16,3.098962e+19,2.419777e+20,5.262836e+16,4.609329e+20,8.523993e+18,7.122999e+20,1.671156e+02,1.460251e+01,1.525131e+02,NaN,NaN,NaN,NaN,3.948729e-02,NaN,5.411522e+06,5.746740e-03
9.651076e+03,2.447948e+03,2.434957e+03,6.736664e+03,1.511310e+04,8.376441e+03,4.686187e-01,NaN,NaN,8.010120e-03,1.770159e+16,3.096944e+19,2.419987e+20,5.269125e+16,4.609242e+20,8.532404e+18,7.124225e+20,1.671294e+02,1.461692e+01,1.525125e+02,NaN,NaN,NaN,NaN,3.948369e-02,NaN,5.412265e+06,5.753417e-03
9.658398e+03,2.447625e+03,2.434205e+03,6.700403e+03,1.507684e+04,8.376440e+03,4.676471e-01,NaN,NaN,8.024459e-03,1.772618e+16,3.091957e+19,2.420485e+20,5.284715e+16,4.609033e+20,8.553283e+18,7.127209e+20,1.671636e+02,1.465268e+01,1.525109e+02,NaN,NaN,NaN,NaN,3.947516e-02,NaN,5.414102e+06,5.757490e-03
9.676593e+03,2.446826e+03,2.433434e+03,6.663338e+03,1.503978e+04,8.376438e+03,4.666516e-01,NaN,NaN,8.039217e-03,1.775142e+16,3.086868e+19,2.420994e+20,5.300717e+16,4.608817e+20,8.574643e+18,7.130260e+20,1.671992e+02,1.468928e+01,1.525099e+02,NaN,NaN,NaN,NaN,3.946662e-02,NaN,5.415980e+06,5.767611e-03
9.695296e+03,2.446006e+03,2.432664e+03,6.626376e+03,1.500281e+04,8.376435e+03,4.656574e-01,NaN,NaN,8.054031e-03,1.777662e+16,3.081794e+19,2.421501e+20,5.316732e+16,4.608600e+20,8.596022e+18,7.133308e+20,1.672350e+02,1.472590e+01,1.525091e+02,NaN,NaN,NaN,NaN,3.945815e-02,NaN,5.417853e+06,5.778011e-03
9.714039e+03,2.445188e+03,2.431902e+03,6.589836e+03,1.496627e+04,8.376432e+03,4.646730e-01,NaN,NaN,8.068775e-03,1.780154e+16,3.076775e+19,2.421998e+20,5.332621e+16,4.608386e+20,8.617235e+18,7.136316e+20,1.672706e+02,1.476224e+01,1.525084e+02,NaN,NaN,NaN,NaN,3.944985e-02,NaN,5.419703e+06,5.788429e-03
9.732657e+03,2.444378e+03,2.431404e+03,6.566022e+03,1.494245e+04,8.376430e+03,4.640301e-01,NaN,NaN,8.078439e-03,1.781782e+16,3.073505e+19,2.422321e+20,5.343015e+16,4.608246e+20,8.631078e+18,7.138276e+20,1.672939e+02,1.478595e+01,1.525080e+02,NaN,NaN,NaN,NaN,3.944450e-02,NaN,5.420910e+06,5.798775e-03
9.744867e+03,2.443847e+03,2.431106e+03,6.551741e+03,1.492817e+04,8.376428e+03,4.636447e-01,NaN,NaN,8.084253e-03,1.782750e+16,3.071532e+19,2.422527e+20,5.349250e+16,4.608160e+20,8.639461e+18,7.139490e+20,1.673075e+02,1.480032e+01,1.525072e+02,NaN,NaN,NaN,NaN,3.944092e-02,NaN,5.421633e+06,5.805558e-03
9.752176e+03,2.443531e+03,2.430360e+03,6.516047e+03,1.489247e+04,8.376427e+03,4.626810e-01,NaN,NaN,8.098850e-03,1.785168e+16,3.066603e+19,2.423019e+20,5.364869e+16,4.607949e+20,8.660494e+18,7.142471e+20,1.673414e+02,1.483635e+01,1.525050e+02,NaN,NaN,NaN,NaN,3.943235e-02,NaN,5.423438e+06,5.809616e-03
9.770520e+03,2.442738e+03,2.429595e+03,6.479527e+03,1.485595e+04,8.376425e+03,4.616927e-01,NaN,NaN,8.113886e-03,1.787652e+16,3.061569e+19,2.423522e+20,5.380916e+16,4.607731e+20,8.682027e+18,7.145520e+20,1.673767e+02,1.487324e+01,1.525035e+02,NaN,NaN,NaN,NaN,3.942379e-02,NaN,5.425285e+06,5.819802e-03
9.789399e+03,2.441924e+03,2.428831e+03,6.443103e+03,1.481953e+04,8.376422e+03,4.607055e-01,NaN,NaN,8.128985e-03,1.790133e+16,3.056549e+19,2.424024e+20,5.396978e+16,4.607513e+20,8.703583e+18,7.148567e+20,1.674124e+02,1.491016e+01,1.525022e+02,NaN,NaN,NaN,NaN,3.941528e-02,NaN,5.427128e+06,5.830280e-03
9.808322e+03,2.441112e+03,2.428074e+03,6.407095e+03,1.478351e+04,8.376419e+03,4.597280e-01,NaN,NaN,8.144013e-03,1.792587e+16,3.051583e+19,2.424516e+20,5.412916e+16,4.607297e+20,8.724974e+18,7.151575e+20,1.674477e+02,1.494681e+01,1.525009e+02,NaN,NaN,NaN,NaN,3.940695e-02,NaN,5.428949e+06,5.840778e-03
9.827122e+03,2.440307e+03,2.427576e+03,6.383433e+03,1.475985e+04,8.376417e+03,4.590843e-01,NaN,NaN,8.153946e-03,1.794204e+16,3.048322e+19,2.424838e+20,5.423428e+16,4.607154e+20,8.739047e+18,7.153552e+20,1.674711e+02,1.497092e+01,1.525002e+02,NaN,NaN,NaN,NaN,3.940154e-02,NaN,5.430146e+06,5.851203e-03
9.839553e+03,2.439776e+03,2.427283e+03,6.369513e+03,1.474593e+04,8.376415e+03,4.587058e-01,NaN,NaN,8.159809e-03,1.795146e+16,3.046391e+19,2.425040e+20,5.429613e+16,4.607068e+20,8.747407e+18,7.154752e+20,1.674844e+02,1.498524e+01,1.524992e+02,NaN,NaN,NaN,NaN,3.939799e-02,NaN,5.430849e+06,5.858095e-03
9.846853e+03,2.439465e+03,2.426543e+03,6.334368e+03,1.471078e+04,8.376414e+03,4.577498e-01,NaN,NaN,8.174676e-03,1.797524e+16,3.041518e+19,2.425526e+20,5.445264e+16,4.606856e+20,8.768598e+18,7.157730e+20,1.675180e+02,1.502154e+01,1.524965e+02,NaN,NaN,NaN,NaN,3.938938e-02,NaN,5.432624e+06,5.862140e-03
9.865360e+03,2.438679e+03,2.425783e+03,6.298371e+03,1.467478e+04,8.376411e+03,4.567685e-01,NaN,NaN,8.190009e-03,1.799971e+16,3.036536e+19,2.426024e+20,5.461362e+16,4.606636e+20,8.790313e+18,7.160780e+20,1.675531e+02,1.505874e+01,1.524944e+02,NaN,NaN,NaN,NaN,3.938078e-02,NaN,5.434442e+06,5.872393e-03
9.884427e+03,2.437871e+03,2.425025e+03,6.262465e+03,1.463887e+04,8.376409e+03,4.557881e-01,NaN,NaN,8.205408e-03,1.802414e+16,3.031569e+19,2.426521e+20,5.477474e+16,4.606416e+20,8.812052e+18,7.163828e+20,1.675886e+02,1.509598e+01,1.524926e+02,NaN,NaN,NaN,NaN,3.937224e-02,NaN,5.436255e+06,5.882951e-03
9.903541e+03,2.437064e+03,2.424273e+03,6.226971e+03,1.460338e+04,8.376406e+03,4.548173e-01,NaN,NaN,8.220737e-03,1.804831e+16,3.026655e+19,2.427007e+20,5.493464e+16,4.606198e+20,8.833626e+18,7.166837e+20,1.676236e+02,1.513294e+01,1.524907e+02,NaN,NaN,NaN,NaN,3.936387e-02,NaN,5.438047e+06,5.893530e-03
9.922533e+03,2.436265e+03,2.423774e+03,6.203455e+03,1.457986e+04,8.376404e+03,4.541729e-01,NaN,NaN,8.230952e-03,1.806437e+16,3.023401e+19,2.427329e+20,5.504095e+16,4.606053e+20,8.847933e+18,7.168830e+20,1.676472e+02,1.515745e+01,1.524897e+02,NaN,NaN,NaN,NaN,3.935840e-02,NaN,5.439235e+06,5.904035e-03
9.935195e+03,2.435733e+03,2.423487e+03,6.189888e+03,1.456629e+04,8.376402e+03,4.538012e-01,NaN,NaN,8.236865e-03,1.807354e+16,3.021511e+19,2.427526e+20,5.510231e+16,4.605967e+20,8.856269e+18,7.170018e+20,1.676602e+02,1.517173e+01,1.524885e+02,NaN,NaN,NaN,NaN,3.935487e-02,NaN,5.439920e+06,5.911038e-03
9.942486e+03,2.435428e+03,2.422753e+03,6.155287e+03,1.453169e+04,8.376401e+03,4.528531e-01,NaN,NaN,8.252014e-03,1.809692e+16,3.016694e+19,2.428008e+20,5.525912e+16,4.605754e+20,8.877616e+18,7.172993e+20,1.676935e+02,1.520830e+01,1.524852e+02,NaN,NaN,NaN,NaN,3.934624e-02,NaN,5.441664e+06,5.915066e-03
9.961162e+03,2.434648e+03,2.421999e+03,6.119805e+03,1.449620e+04,8.376398e+03,4.518785e-01,NaN,NaN,8.267657e-03,1.812101e+16,3.011764e+19,2.428500e+20,5.542060e+16,4.605532e+20,8.899515e+18,7.176044e+20,1.677285e+02,1.524582e+01,1.524827e+02,NaN,NaN,NaN,NaN,3.933760e-02,NaN,5.443454e+06,5.925386e-03
9.980432e+03,2.433845e+03,2.421246e+03,6.084409e+03,1.446080e+04,8.376396e+03,4.509048e-01,NaN,NaN,8.283371e-03,1.814507e+16,3.006847e+19,2.428992e+20,5.558226e+16,4.605310e+20,8.921443e+18,7.179094e+20,1.677637e+02,1.528338e+01,1.524803e+02,NaN,NaN,NaN,NaN,3.932902e-02,NaN,5.445239e+06,5.936027e-03
9.999747e+03,2.433044e+03,2.420500e+03,6.049415e+03,1.442581e+04,8.376393e+03,4.499684e-01,NaN,NaN,8.299015e-03,1.816888e+16,3.001984e+19,2.429473e+20,5.574269e+16,4.605090e+20,8.943203e+18,7.182104e+20,1.677986e+02,1.532066e+01,1.524779e+02,NaN,NaN,NaN,NaN,3.932061e-02,NaN,5.447004e+06,5.946687e-03
1.001894e+04,2.432250e+03,2.420001e+03,6.026042e+03,1.440243e+04,8.376390e+03,4.493594e-01,NaN,NaN,8.309526e-03,1.818483e+16,2.998737e+19,2.429794e+20,5.585023e+16,4.604943e+20,8.957750e+18,7.184112e+20,1.678222e+02,1.534558e+01,1.524766e+02,NaN,NaN,NaN,NaN,3.931509e-02,NaN,5.448183e+06,5.957275e-03
1.003185e+04,2.431718e+03,2.419718e+03,6.012816e+03,1.438920e+04,8.376388e+03,4.490189e-01,NaN,NaN,8.315494e-03,1.819376e+16,2.996888e+19,2.429988e+20,5.591110e+16,4.604857e+20,8.966063e+18,7.185288e+20,1.678350e+02,1.535982e+01,1.524752e+02,NaN,NaN,NaN,NaN,3.931158e-02,NaN,5.448849e+06,5.964389e-03
1.003913e+04,2.431418e+03,2.418991e+03,5.978735e+03,1.435512e+04,8.376387e+03,4.481524e-01,NaN,NaN,8.330942e-03,1.821675e+16,2.992125e+19,2.430463e+20,5.606826e+16,4.604642e+20,8.987573e+18,7.188263e+20,1.678681e+02,1.539667e+01,1.524714e+02,NaN,NaN,NaN,NaN,3.930291e-02,NaN,5.450565e+06,5.968403e-03
1.005799e+04,2.430644e+03,2.418242e+03,5.943752e+03,1.432014e+04,8.376385e+03,4.472751e-01,NaN,NaN,8.346912e-03,1.824048e+16,2.987245e+19,2.430951e+20,5.623028e+16,4.604418e+20,9.009662e+18,7.191315e+20,1.679028e+02,1.543451e+01,1.524683e+02,NaN,NaN,NaN,NaN,3.929423e-02,NaN,5.452327e+06,5.978791e-03
1.007747e+04,2.429847e+03,2.417494e+03,5.908855e+03,1.428524e+04,8.376382e+03,4.464111e-01,NaN,NaN,8.362956e-03,1.826418e+16,2.982378e+19,2.431437e+20,5.639248e+16,4.604194e+20,9.031779e+18,7.194367e+20,1.679378e+02,1.547240e+01,1.524654e+02,NaN,NaN,NaN,NaN,3.928562e-02,NaN,5.454084e+06,5.989514e-03
1.009701e+04,2.429051e+03,2.416753e+03,5.874341e+03,1.425072e+04,8.376379e+03,4.455662e-01,NaN,NaN,8.378936e-03,1.828763e+16,2.977562e+19,2.431914e+20,5.655350e+16,4.603973e+20,9.053734e+18,7.197380e+20,1.679725e+02,1.551001e+01,1.524625e+02,NaN,NaN,NaN,NaN,3.927718e-02,NaN,5.455822e+06,6.000259e-03
1.011642e+04,2.428263e+03,2.416253e+03,5.851109e+03,1.422749e+04,8.376377e+03,4.450020e-01,NaN,NaN,8.389757e-03,1.830347e+16,2.974322e+19,2.432234e+20,5.666228e+16,4.603823e+20,9.068525e+18,7.199406e+20,1.679963e+02,1.553535e+01,1.524609e+02,NaN,NaN,NaN,NaN,3.927159e-02,NaN,5.456993e+06,6.010933e-03
1.012958e+04,2.427730e+03,2.415976e+03,5.838205e+03,1.421458e+04,8.376375e+03,4.446906e-01,NaN,NaN,8.395788e-03,1.831218e+16,2.972511e+19,2.432424e+20,5.672271e+16,4.603737e+20,9.076822e+18,7.200571e+20,1.680089e+02,1.554956e+01,1.524593e+02,NaN,NaN,NaN,NaN,3.926810e-02,NaN,5.457642e+06,6.018161e-03
1.013687e+04,2.427435e+03,2.415254e+03,5.804636e+03,1.418101e+04,8.376374e+03,4.438864e-01,NaN,NaN,8.411550e-03,1.833479e+16,2.967800e+19,2.432895e+20,5.688025e+16,4.603520e+20,9.098502e+18,7.203545e+20,1.680416e+02,1.558670e+01,1.524549e+02,NaN,NaN,NaN,NaN,3.925939e-02,NaN,5.459330e+06,6.022163e-03
1.015592e+04,2.426667e+03,2.414510e+03,5.770137e+03,1.414651e+04,8.376371e+03,4.430665e-01,NaN,NaN,8.427866e-03,1.835817e+16,2.962968e+19,2.433377e+20,5.704284e+16,4.603295e+20,9.120786e+18,7.206600e+20,1.680762e+02,1.562488e+01,1.524513e+02,NaN,NaN,NaN,NaN,3.925068e-02,NaN,5.461065e+06,6.032620e-03
1.017562e+04,2.425876e+03,2.413768e+03,5.735725e+03,1.411209e+04,8.376369e+03,4.422555e-01,NaN,NaN,8.444257e-03,1.838151e+16,2.958150e+19,2.433859e+20,5.720560e+16,4.603069e+20,9.143096e+18,7.209654e+20,1.681110e+02,1.566310e+01,1.524479e+02,NaN,NaN,NaN,NaN,3.924203e-02,NaN,5.462796e+06,6.043426e-03
1.019538e+04,2.425085e+03,2.413032e+03,5.701696e+03,1.407806e+04,8.376366e+03,4.414600e-01,NaN,NaN,8.460583e-03,1.840461e+16,2.953383e+19,2.434331e+20,5.736715e+16,4.602845e+20,9.165240e+18,7.212669e+20,1.681455e+02,1.570103e+01,1.524445e+02,NaN,NaN,NaN,NaN,3.923355e-02,NaN,5.464508e+06,6.054252e-03
1.021502e+04,2.424302e+03,2.412532e+03,5.678599e+03,1.405496e+04,8.376363e+03,4.409231e-01,NaN,NaN,8.471732e-03,1.842034e+16,2.950150e+19,2.434650e+20,5.747721e+16,4.602693e+20,9.180282e+18,7.214712e+20,1.681693e+02,1.572680e+01,1.524425e+02,NaN,NaN,NaN,NaN,3.922790e-02,NaN,5.465670e+06,6.065006e-03
1.022844e+04,2.423769e+03,2.412260e+03,5.666024e+03,1.404239e+04,8.376361e+03,4.406324e-01,NaN,NaN,8.477822e-03,1.842881e+16,2.948379e+19,2.434836e+20,5.753711e+16,4.602608e+20,9.188548e+18,7.215865e+20,1.681817e+02,1.574096e+01,1.524407e+02,NaN,NaN,NaN,NaN,3.922444e-02,NaN,5.466302e+06,6.072350e-03
1.023573e+04,2.423480e+03,2.411544e+03,5.632970e+03,1.400933e+04,8.376360e+03,4.398724e-01,NaN,NaN,8.493907e-03,1.845105e+16,2.943720e+19,2.435301e+20,5.769496e+16,4.602389e+20,9.210389e+18,7.218838e+20,1.682143e+02,1.577838e+01,1.524359e+02,NaN,NaN,NaN,NaN,3.921569e-02,NaN,5.467962e+06,6.076335e-03
1.025498e+04,2.422718e+03,2.410806e+03,5.598955e+03,1.397531e+04,8.376358e+03,4.390951e-01,NaN,NaN,8.510581e-03,1.847407e+16,2.938937e+19,2.435779e+20,5.785808e+16,4.602162e+20,9.232864e+18,7.221895e+20,1.682487e+02,1.581688e+01,1.524318e+02,NaN,NaN,NaN,NaN,3.920694e-02,NaN,5.469671e+06,6.086857e-03
1.027491e+04,2.421932e+03,2.410069e+03,5.565025e+03,1.394138e+04,8.376355e+03,4.383251e-01,NaN,NaN,8.527333e-03,1.849706e+16,2.934168e+19,2.436256e+20,5.802138e+16,4.601934e+20,9.255366e+18,7.224951e+20,1.682832e+02,1.585543e+01,1.524278e+02,NaN,NaN,NaN,NaN,3.919826e-02,NaN,5.471375e+06,6.097744e-03
1.029490e+04,2.421147e+03,2.409338e+03,5.531469e+03,1.390782e+04,8.376352e+03,4.375685e-01,NaN,NaN,8.544023e-03,1.851980e+16,2.929448e+19,2.436723e+20,5.818348e+16,4.601708e+20,9.277703e+18,7.227969e+20,1.683176e+02,1.589369e+01,1.524239e+02,NaN,NaN,NaN,NaN,3.918974e-02,NaN,5.473061e+06,6.108652e-03
1.031478e+04,2.420369e+03,2.408837e+03,5.508503e+03,1.388485e+04,8.376349e+03,4.370531e-01,NaN,NaN,8.555517e-03,1.853543e+16,2.926221e+19,2.437041e+20,5.829484e+16,4.601553e+20,9.293001e+18,7.230030e+20,1.683415e+02,1.591990e+01,1.524216e+02,NaN,NaN,NaN,NaN,3.918403e-02,NaN,5.474216e+06,6.119488e-03
1.032848e+04,2.419835e+03,2.408571e+03,5.496260e+03,1.387261e+04,8.376348e+03,4.367796e-01,NaN,NaN,8.561666e-03,1.854367e+16,2.924490e+19,2.437224e+20,5.835420e+16,4.601468e+20,9.301236e+18,7.231170e+20,1.683537e+02,1.593401e+01,1.524197e+02,NaN,NaN,NaN,NaN,3.918060e-02,NaN,5.474830e+06,6.126950e-03
1.033577e+04,2.419551e+03,2.407861e+03,5.463698e+03,1.384004e+04,8.376347e+03,4.360558e-01,NaN,NaN,8.578096e-03,1.856554e+16,2.919881e+19,2.437684e+20,5.851242e+16,4.601248e+20,9.323247e+18,7.234143e+20,1.683860e+02,1.597171e+01,1.524143e+02,NaN,NaN,NaN,NaN,3.917181e-02,NaN,5.476463e+06,6.130919e-03
1.035524e+04,2.418795e+03,2.407128e+03,5.430142e+03,1.380649e+04,8.376344e+03,4.353138e-01,NaN,NaN,8.595155e-03,1.858822e+16,2.915145e+19,2.438157e+20,5.867616e+16,4.601019e+20,9.345926e+18,7.237204e+20,1.684203e+02,1.601057e+01,1.524097e+02,NaN,NaN,NaN,NaN,3.916302e-02,NaN,5.478147e+06,6.141513e-03
1.037543e+04,2.418014e+03,2.406395e+03,5.396664e+03,1.377301e+04,8.376341e+03,4.345779e-01,NaN,NaN,8.612298e-03,1.861087e+16,2.910420e+19,2.438630e+20,5.884010e+16,4.600789e+20,9.368636e+18,7.240265e+20,1.684547e+02,1.604947e+01,1.524052e+02,NaN,NaN,NaN,NaN,3.915429e-02,NaN,5.479827e+06,6.152488e-03
1.039568e+04,2.417234e+03,2.405670e+03,5.363545e+03,1.373988e+04,8.376338e+03,4.338541e-01,NaN,NaN,8.629384e-03,1.863330e+16,2.905744e+19,2.439093e+20,5.900287e+16,4.600561e+20,9.391183e+18,7.243288e+20,1.684889e+02,1.608810e+01,1.524008e+02,NaN,NaN,NaN,NaN,3.914573e-02,NaN,5.481489e+06,6.163486e-03
1.041583e+04,2.416461e+03,2.405168e+03,5.340709e+03,1.371704e+04,8.376335e+03,4.333570e-01,NaN,NaN,8.641241e-03,1.864882e+16,2.902523e+19,2.439410e+20,5.911554e+16,4.600403e+20,9.406741e+18,7.245368e+20,1.685129e+02,1.611475e+01,1.523981e+02,NaN,NaN,NaN,NaN,3.913996e-02,NaN,5.482636e+06,6.174413e-03
1.042981e+04,2.415926e+03,2.404906e+03,5.328755e+03,1.370509e+04,8.376334e+03,4.330979e-01,NaN,NaN,8.647470e-03,1.865686e+16,2.900826e+19,2.439589e+20,5.917452e+16,4.600318e+20,9.414965e+18,7.246499e+20,1.685249e+02,1.612884e+01,1.523961e+02,NaN,NaN,NaN,NaN,3.913655e-02,NaN,5.483236e+06,6.181994e-03
1.043712e+04,2.415647e+03,2.404202e+03,5.296670e+03,1.367300e+04,8.376333e+03,4.324057e-01,NaN,NaN,8.664267e-03,1.867836e+16,2.896266e+19,2.440045e+20,5.933313e+16,4.600096e+20,9.437151e+18,7.249473e+20,1.685569e+02,1.616684e+01,1.523901e+02,NaN,NaN,NaN,NaN,3.912772e-02,NaN,5.484843e+06,6.185951e-03
1.045681e+04,2.414897e+03,2.403474e+03,5.263571e+03,1.363990e+04,8.376330e+03,4.316948e-01,NaN,NaN,8.681726e-03,1.870070e+16,2.891575e+19,2.440513e+20,5.949747e+16,4.599865e+20,9.460033e+18,7.252537e+20,1.685910e+02,1.620604e+01,1.523850e+02,NaN,NaN,NaN,NaN,3.911889e-02,NaN,5.486502e+06,6.196612e-03
1.047727e+04,2.414122e+03,2.402747e+03,5.230544e+03,1.360687e+04,8.376327e+03,4.309892e-01,NaN,NaN,8.699278e-03,1.872302e+16,2.886896e+19,2.440981e+20,5.966203e+16,4.599633e+20,9.482948e+18,7.255602e+20,1.686254e+02,1.624530e+01,1.523801e+02,NaN,NaN,NaN,NaN,3.911012e-02,NaN,5.488158e+06,6.207673e-03
1.049779e+04,2.413347e+03,2.402026e+03,5.197872e+03,1.357420e+04,8.376324e+03,4.302948e-01,NaN,NaN,8.716773e-03,1.874511e+16,2.882264e+19,2.441440e+20,5.982543e+16,4.599403e+20,9.505702e+18,7.258630e+20,1.686595e+02,1.628428e+01,1.523752e+02,NaN,NaN,NaN,NaN,3.910152e-02,NaN,5.489796e+06,6.218758e-03
1.051821e+04,2.412579e+03,2.401524e+03,5.175160e+03,1.355148e+04,8.376321e+03,4.298139e-01,NaN,NaN,8.729013e-03,1.876054e+16,2.879048e+19,2.441756e+20,5.993945e+16,4.599243e+20,9.521527e+18,7.260729e+20,1.686835e+02,1.631139e+01,1.523721e+02,NaN,NaN,NaN,NaN,3.909568e-02,NaN,5.490935e+06,6.229772e-03
1.053250e+04,2.412043e+03,2.401266e+03,5.163505e+03,1.353982e+04,8.376319e+03,4.295681e-01,NaN,NaN,8.735318e-03,1.876836e+16,2.877387e+19,2.441932e+20,5.999796e+16,4.599158e+20,9.529727e+18,7.261849e+20,1.686953e+02,1.632544e+01,1.523699e+02,NaN,NaN,NaN,NaN,3.909229e-02,NaN,5.491519e+06,6.237476e-03
1.053982e+04,2.411769e+03,2.400568e+03,5.131896e+03,1.350821e+04,8.376318e+03,4.289043e-01,NaN,NaN,8.752498e-03,1.878951e+16,2.872877e+19,2.442382e+20,6.015694e+16,4.598934e+20,9.552086e+18,7.264824e+20,1.687272e+02,1.636374e+01,1.523635e+02,NaN,NaN,NaN,NaN,3.908343e-02,NaN,5.493101e+06,6.241416e-03
1.055976e+04,2.411025e+03,2.399845e+03,5.099236e+03,1.347555e+04,8.376316e+03,4.282212e-01,NaN,NaN,8.770385e-03,1.881152e+16,2.868230e+19,2.442847e+20,6.032193e+16,4.598701e+20,9.575180e+18,7.267893e+20,1.687612e+02,1.640330e+01,1.523579e+02,NaN,NaN,NaN,NaN,3.907456e-02,NaN,5.494737e+06,6.252148e-03
1.058049e+04,2.410254e+03,2.399122e+03,5.067017e+03,1.344333e+04,8.376313e+03,4.275431e-01,NaN,NaN,8.788209e-03,1.883351e+16,2.863594e+19,2.443310e+20,6.048713e+16,4.598467e+20,9.598306e+18,7.270963e+20,1.687953e+02,1.644292e+01,1.523524e+02,NaN,NaN,NaN,NaN,3.906575e-02,NaN,5.496369e+06,6.263297e-03
