t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_solid(bar),fO2_melt(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s)
6.764405e+03,2.614635e+03,2.591243e+03,1.565921e+04,2.403605e+04,8.376840e+03,6.550411e-01,NaN,NaN,5.978138e-03,1.150406e+16,4.250221e+19,2.304717e+20,2.513448e+16,4.643017e+20,5.194894e+18,6.552233e+20,1.594305e+02,8.899406e+00,1.505311e+02,NaN,NaN,NaN,NaN,4.091984e-02,NaN,4.920523e+06,4.144674e-03
6.776132e+03,2.613788e+03,2.590907e+03,1.563633e+04,2.401317e+04,8.376838e+03,6.546788e-01,NaN,NaN,5.981269e-03,1.152062e+16,4.247301e+19,2.305010e+20,2.518764e+16,4.642958e+20,5.200669e+18,6.553472e+20,1.594494e+02,8.909299e+00,1.505401e+02,NaN,NaN,NaN,NaN,4.091708e-02,NaN,4.921965e+06,4.150878e-03
6.781123e+03,2.613428e+03,2.590423e+03,1.560337e+04,2.398021e+04,8.376837e+03,6.541569e-01,NaN,NaN,5.985786e-03,1.154442e+16,4.243103e+19,2.305432e+20,2.526418e+16,4.642873e+20,5.209039e+18,6.555261e+20,1.594766e+02,8.923638e+00,1.505530e+02,NaN,NaN,NaN,NaN,4.091310e-02,NaN,4.924036e+06,4.153519e-03
6.788269e+03,2.612913e+03,2.589621e+03,1.554878e+04,2.392562e+04,8.376836e+03,6.532902e-01,NaN,NaN,5.993296e-03,1.158382e+16,4.236160e+19,2.306126e+20,2.539120e+16,4.642733e+20,5.222926e+18,6.558212e+20,1.595219e+02,8.947428e+00,1.505745e+02,NaN,NaN,NaN,NaN,4.090665e-02,NaN,4.927460e+06,4.157304e-03
6.800170e+03,2.612056e+03,2.588812e+03,1.549387e+04,2.387071e+04,8.376835e+03,6.524154e-01,NaN,NaN,6.000886e-03,1.162344e+16,4.229182e+19,2.306823e+20,2.551929e+16,4.642591e+20,5.236920e+18,6.561180e+20,1.595676e+02,8.971402e+00,1.505962e+02,NaN,NaN,NaN,NaN,4.090018e-02,NaN,4.930896e+06,4.163613e-03
6.812189e+03,2.611192e+03,2.588000e+03,1.543894e+04,2.381577e+04,8.376833e+03,6.515374e-01,NaN,NaN,6.008515e-03,1.166305e+16,4.222211e+19,2.307520e+20,2.564775e+16,4.642449e+20,5.250958e+18,6.564151e+20,1.596136e+02,8.995450e+00,1.506181e+02,NaN,NaN,NaN,NaN,4.089376e-02,NaN,4.934325e+06,4.169990e-03
6.824259e+03,2.610325e+03,2.587197e+03,1.538463e+04,2.376146e+04,8.376831e+03,6.506664e-01,NaN,NaN,6.016094e-03,1.170217e+16,4.215322e+19,2.308205e+20,2.577507e+16,4.642308e+20,5.264878e+18,6.567080e+20,1.596589e+02,9.019296e+00,1.506396e+02,NaN,NaN,NaN,NaN,4.088747e-02,NaN,4.937707e+06,4.176400e-03
6.836238e+03,2.609467e+03,2.586850e+03,1.536127e+04,2.373810e+04,8.376830e+03,6.502906e-01,NaN,NaN,6.019365e-03,1.171899e+16,4.212349e+19,2.308503e+20,2.582997e+16,4.642247e+20,5.270873e+18,6.568350e+20,1.596782e+02,9.029566e+00,1.506486e+02,NaN,NaN,NaN,NaN,4.088462e-02,NaN,4.939160e+06,4.182768e-03
6.841428e+03,2.609095e+03,2.586366e+03,1.532865e+04,2.370548e+04,8.376829e+03,6.497657e-01,NaN,NaN,6.023942e-03,1.174242e+16,4.208204e+19,2.308920e+20,2.590664e+16,4.642162e+20,5.279301e+18,6.570129e+20,1.597050e+02,9.044005e+00,1.506610e+02,NaN,NaN,NaN,NaN,4.088062e-02,NaN,4.941185e+06,4.185529e-03
6.848634e+03,2.608580e+03,2.585553e+03,1.527394e+04,2.365077e+04,8.376828e+03,6.488829e-01,NaN,NaN,6.031649e-03,1.178172e+16,4.201262e+19,2.309614e+20,2.603549e+16,4.642019e+20,5.293463e+18,6.573102e+20,1.597504e+02,9.068266e+00,1.506821e+02,NaN,NaN,NaN,NaN,4.087406e-02,NaN,4.944574e+06,4.189365e-03
6.860784e+03,2.607712e+03,2.584733e+03,1.521891e+04,2.359574e+04,8.376826e+03,6.479918e-01,NaN,NaN,6.039438e-03,1.182123e+16,4.194285e+19,2.310311e+20,2.616545e+16,4.641874e+20,5.307734e+18,6.576092e+20,1.597961e+02,9.092714e+00,1.507034e+02,NaN,NaN,NaN,NaN,4.086748e-02,NaN,4.947975e+06,4.195838e-03
6.873055e+03,2.606837e+03,2.583912e+03,1.516387e+04,2.354069e+04,8.376825e+03,6.470978e-01,NaN,NaN,6.047267e-03,1.186073e+16,4.187316e+19,2.311008e+20,2.629575e+16,4.641729e+20,5.322049e+18,6.579084e+20,1.598419e+02,9.117236e+00,1.507247e+02,NaN,NaN,NaN,NaN,4.086096e-02,NaN,4.951369e+06,4.202381e-03
6.885376e+03,2.605960e+03,2.583098e+03,1.510945e+04,2.348627e+04,8.376823e+03,6.462109e-01,NaN,NaN,6.055044e-03,1.189975e+16,4.180427e+19,2.311693e+20,2.642492e+16,4.641585e+20,5.336245e+18,6.582035e+20,1.598874e+02,9.141556e+00,1.507458e+02,NaN,NaN,NaN,NaN,4.085456e-02,NaN,4.954717e+06,4.208957e-03
6.897606e+03,2.605090e+03,2.582741e+03,1.508566e+04,2.346248e+04,8.376821e+03,6.458220e-01,NaN,NaN,6.058456e-03,1.191679e+16,4.177407e+19,2.311995e+20,2.648153e+16,4.641522e+20,5.342459e+18,6.583335e+20,1.599069e+02,9.152200e+00,1.507547e+02,NaN,NaN,NaN,NaN,4.085163e-02,NaN,4.956179e+06,4.215491e-03
6.902991e+03,2.604708e+03,2.582257e+03,1.505337e+04,2.343020e+04,8.376820e+03,6.452938e-01,NaN,NaN,6.063097e-03,1.193988e+16,4.173312e+19,2.312407e+20,2.655838e+16,4.641436e+20,5.350952e+18,6.585107e+20,1.599334e+02,9.166750e+00,1.507667e+02,NaN,NaN,NaN,NaN,4.084761e-02,NaN,4.958159e+06,4.218370e-03
6.910261e+03,2.604192e+03,2.581434e+03,1.499859e+04,2.337541e+04,8.376819e+03,6.443954e-01,NaN,NaN,6.071002e-03,1.197906e+16,4.166374e+19,2.313101e+20,2.668905e+16,4.641290e+20,5.365390e+18,6.588100e+20,1.599788e+02,9.191483e+00,1.507873e+02,NaN,NaN,NaN,NaN,4.084094e-02,NaN,4.961512e+06,4.222259e-03
6.922661e+03,2.603314e+03,2.580604e+03,1.494347e+04,2.332029e+04,8.376818e+03,6.434884e-01,NaN,NaN,6.078994e-03,1.201845e+16,4.159398e+19,2.313798e+20,2.682088e+16,4.641143e+20,5.379943e+18,6.591112e+20,1.600245e+02,9.216415e+00,1.508081e+02,NaN,NaN,NaN,NaN,4.083426e-02,NaN,4.964879e+06,4.228896e-03
6.935189e+03,2.602428e+03,2.579772e+03,1.488833e+04,2.326515e+04,8.376816e+03,6.425782e-01,NaN,NaN,6.087027e-03,1.205785e+16,4.152430e+19,2.314494e+20,2.695308e+16,4.640995e+20,5.394544e+18,6.594127e+20,1.600704e+02,9.241427e+00,1.508290e+02,NaN,NaN,NaN,NaN,4.082763e-02,NaN,4.968239e+06,4.235609e-03
6.947771e+03,2.601540e+03,2.578947e+03,1.483380e+04,2.321062e+04,8.376814e+03,6.416751e-01,NaN,NaN,6.095011e-03,1.209678e+16,4.145539e+19,2.315179e+20,2.708420e+16,4.640848e+20,5.409030e+18,6.597101e+20,1.601158e+02,9.266243e+00,1.508496e+02,NaN,NaN,NaN,NaN,4.082112e-02,NaN,4.971555e+06,4.242357e-03
6.960266e+03,2.600660e+03,2.578580e+03,1.480958e+04,2.318640e+04,8.376812e+03,6.412726e-01,NaN,NaN,6.098571e-03,1.211406e+16,4.142470e+19,2.315487e+20,2.714260e+16,4.640783e+20,5.415474e+18,6.598433e+20,1.601358e+02,9.277283e+00,1.508585e+02,NaN,NaN,NaN,NaN,4.081810e-02,NaN,4.973026e+06,4.249064e-03
6.965852e+03,2.600267e+03,2.578095e+03,1.477763e+04,2.315444e+04,8.376812e+03,6.407413e-01,NaN,NaN,6.103278e-03,1.213681e+16,4.138422e+19,2.315894e+20,2.721968e+16,4.640696e+20,5.424037e+18,6.600197e+20,1.601620e+02,9.291952e+00,1.508700e+02,NaN,NaN,NaN,NaN,4.081405e-02,NaN,4.974964e+06,4.252065e-03
6.973189e+03,2.599751e+03,2.577262e+03,1.472276e+04,2.309957e+04,8.376811e+03,6.398269e-01,NaN,NaN,6.111390e-03,1.217588e+16,4.131485e+19,2.316588e+20,2.735226e+16,4.640547e+20,5.438765e+18,6.603214e+20,1.602073e+02,9.317183e+00,1.508901e+02,NaN,NaN,NaN,NaN,4.080727e-02,NaN,4.978284e+06,4.256008e-03
6.985852e+03,2.598862e+03,2.576422e+03,1.466754e+04,2.304435e+04,8.376809e+03,6.389033e-01,NaN,NaN,6.119596e-03,1.221519e+16,4.124506e+19,2.317285e+20,2.748611e+16,4.640397e+20,5.453620e+18,6.606251e+20,1.602530e+02,9.342631e+00,1.509104e+02,NaN,NaN,NaN,NaN,4.080047e-02,NaN,4.981619e+06,4.262819e-03
6.998649e+03,2.597965e+03,2.575579e+03,1.461230e+04,2.298911e+04,8.376807e+03,6.379766e-01,NaN,NaN,6.127843e-03,1.225449e+16,4.117534e+19,2.317982e+20,2.762033e+16,4.640246e+20,5.468522e+18,6.609290e+20,1.602991e+02,9.368160e+00,1.509309e+02,NaN,NaN,NaN,NaN,4.079373e-02,NaN,4.984947e+06,4.269708e-03
7.011499e+03,2.597066e+03,2.574744e+03,1.455767e+04,2.293447e+04,8.376805e+03,6.370570e-01,NaN,NaN,6.136042e-03,1.229334e+16,4.110640e+19,2.318667e+20,2.775347e+16,4.640096e+20,5.483310e+18,6.612289e+20,1.603445e+02,9.393493e+00,1.509510e+02,NaN,NaN,NaN,NaN,4.078711e-02,NaN,4.988233e+06,4.276632e-03
7.024264e+03,2.596174e+03,2.574367e+03,1.453303e+04,2.290984e+04,8.376804e+03,6.366409e-01,NaN,NaN,6.139754e-03,1.231084e+16,4.107522e+19,2.318980e+20,2.781369e+16,4.640028e+20,5.489990e+18,6.613652e+20,1.603647e+02,9.404937e+00,1.509598e+02,NaN,NaN,NaN,NaN,4.078399e-02,NaN,4.989713e+06,4.283516e-03
7.030058e+03,2.595770e+03,2.573882e+03,1.450140e+04,2.287820e+04,8.376803e+03,6.361063e-01,NaN,NaN,6.144530e-03,1.233328e+16,4.103520e+19,2.319383e+20,2.789103e+16,4.639941e+20,5.498629e+18,6.615411e+20,1.603906e+02,9.419736e+00,1.509709e+02,NaN,NaN,NaN,NaN,4.077992e-02,NaN,4.991610e+06,4.286643e-03
7.037465e+03,2.595254e+03,2.573039e+03,1.444646e+04,2.282326e+04,8.376802e+03,6.351757e-01,NaN,NaN,6.152858e-03,1.237225e+16,4.096580e+19,2.320076e+20,2.802563e+16,4.639789e+20,5.513661e+18,6.618452e+20,1.604360e+02,9.445487e+00,1.509905e+02,NaN,NaN,NaN,NaN,4.077302e-02,NaN,4.994899e+06,4.290642e-03
7.050399e+03,2.594354e+03,2.572188e+03,1.439114e+04,2.276794e+04,8.376800e+03,6.342355e-01,NaN,NaN,6.161284e-03,1.241147e+16,4.089597e+19,2.320774e+20,2.816155e+16,4.639635e+20,5.528828e+18,6.621515e+20,1.604818e+02,9.471470e+00,1.510103e+02,NaN,NaN,NaN,NaN,4.076611e-02,NaN,4.998203e+06,4.297631e-03
7.063474e+03,2.593447e+03,2.571335e+03,1.433581e+04,2.271261e+04,8.376798e+03,6.332920e-01,NaN,NaN,6.169756e-03,1.245070e+16,4.082620e+19,2.321471e+20,2.829789e+16,4.639481e+20,5.544046e+18,6.624581e+20,1.605278e+02,9.497541e+00,1.510303e+02,NaN,NaN,NaN,NaN,4.075925e-02,NaN,5.001502e+06,4.304702e-03
7.076607e+03,2.592536e+03,2.570489e+03,1.428106e+04,2.265786e+04,8.376796e+03,6.323552e-01,NaN,NaN,6.178181e-03,1.248949e+16,4.075717e+19,2.322157e+20,2.843320e+16,4.639328e+20,5.559155e+18,6.627607e+20,1.605733e+02,9.523424e+00,1.510499e+02,NaN,NaN,NaN,NaN,4.075251e-02,NaN,5.004759e+06,4.311810e-03
7.089653e+03,2.591634e+03,2.570101e+03,1.425602e+04,2.263281e+04,8.376795e+03,6.319253e-01,NaN,NaN,6.182050e-03,1.250722e+16,4.072549e+19,2.322475e+20,2.849529e+16,4.639258e+20,5.566080e+18,6.629002e+20,1.605940e+02,9.535288e+00,1.510587e+02,NaN,NaN,NaN,NaN,4.074929e-02,NaN,5.006249e+06,4.318878e-03
7.095666e+03,2.591218e+03,2.569615e+03,1.422470e+04,2.260149e+04,8.376794e+03,6.313874e-01,NaN,NaN,6.186899e-03,1.252935e+16,4.068591e+19,2.322874e+20,2.857294e+16,4.639169e+20,5.574801e+18,6.630757e+20,1.606196e+02,9.550227e+00,1.510694e+02,NaN,NaN,NaN,NaN,4.074519e-02,NaN,5.008107e+06,4.322137e-03
7.103146e+03,2.590702e+03,2.568762e+03,1.416967e+04,2.254646e+04,8.376793e+03,6.304400e-01,NaN,NaN,6.195455e-03,1.256824e+16,4.061644e+19,2.323568e+20,2.870968e+16,4.639014e+20,5.590156e+18,6.633825e+20,1.606650e+02,9.576532e+00,1.510885e+02,NaN,NaN,NaN,NaN,4.073817e-02,NaN,5.011366e+06,4.326195e-03
7.116362e+03,2.589791e+03,2.567900e+03,1.411426e+04,2.249105e+04,8.376791e+03,6.294827e-01,NaN,NaN,6.204113e-03,1.260740e+16,4.054654e+19,2.324266e+20,2.884780e+16,4.638857e+20,5.605651e+18,6.636916e+20,1.607109e+02,9.603077e+00,1.511078e+02,NaN,NaN,NaN,NaN,4.073113e-02,NaN,5.014643e+06,4.333367e-03
7.129724e+03,2.588872e+03,2.567036e+03,1.405884e+04,2.243563e+04,8.376789e+03,6.285222e-01,NaN,NaN,6.212816e-03,1.264655e+16,4.047670e+19,2.324965e+20,2.898633e+16,4.638700e+20,5.621198e+18,6.640010e+20,1.607570e+02,9.629711e+00,1.511273e+02,NaN,NaN,NaN,NaN,4.072414e-02,NaN,5.017913e+06,4.340625e-03
7.143145e+03,2.587951e+03,2.566180e+03,1.400400e+04,2.238079e+04,8.376787e+03,6.275684e-01,NaN,NaN,6.221474e-03,1.268528e+16,4.040759e+19,2.325651e+20,2.912384e+16,4.638544e+20,5.636637e+18,6.643065e+20,1.608026e+02,9.656159e+00,1.511464e+02,NaN,NaN,NaN,NaN,4.071728e-02,NaN,5.021142e+06,4.347922e-03
7.156481e+03,2.587038e+03,2.565781e+03,1.397855e+04,2.235534e+04,8.376785e+03,6.271244e-01,NaN,NaN,6.225507e-03,1.270324e+16,4.037543e+19,2.325973e+20,2.918785e+16,4.638471e+20,5.643815e+18,6.644493e+20,1.608236e+02,9.668455e+00,1.511551e+02,NaN,NaN,NaN,NaN,4.071397e-02,NaN,5.022641e+06,4.355178e-03
7.162714e+03,2.586611e+03,2.565296e+03,1.394755e+04,2.232434e+04,8.376785e+03,6.265832e-01,NaN,NaN,6.230432e-03,1.272507e+16,4.033625e+19,2.326368e+20,2.926585e+16,4.638381e+20,5.652623e+18,6.646244e+20,1.608489e+02,9.683544e+00,1.511654e+02,NaN,NaN,NaN,NaN,4.070984e-02,NaN,5.024462e+06,4.358572e-03
7.170273e+03,2.586095e+03,2.564432e+03,1.389245e+04,2.226924e+04,8.376783e+03,6.256190e-01,NaN,NaN,6.239220e-03,1.276388e+16,4.026673e+19,2.327063e+20,2.940478e+16,4.638223e+20,5.668310e+18,6.649340e+20,1.608944e+02,9.710417e+00,1.511840e+02,NaN,NaN,NaN,NaN,4.070269e-02,NaN,5.027693e+06,4.362690e-03
7.183778e+03,2.585173e+03,2.563560e+03,1.383696e+04,2.221374e+04,8.376782e+03,6.246445e-01,NaN,NaN,6.248118e-03,1.280297e+16,4.019673e+19,2.327763e+20,2.954517e+16,4.638063e+20,5.684145e+18,6.652460e+20,1.609403e+02,9.737546e+00,1.512028e+02,NaN,NaN,NaN,NaN,4.069552e-02,NaN,5.030941e+06,4.370051e-03
7.197439e+03,2.584243e+03,2.562685e+03,1.378145e+04,2.215823e+04,8.376780e+03,6.236666e-01,NaN,NaN,6.257065e-03,1.284206e+16,4.012680e+19,2.328462e+20,2.968600e+16,4.637901e+20,5.700038e+18,6.655584e+20,1.609866e+02,9.764771e+00,1.512218e+02,NaN,NaN,NaN,NaN,4.068840e-02,NaN,5.034185e+06,4.377503e-03
7.211164e+03,2.583310e+03,2.561818e+03,1.372650e+04,2.210328e+04,8.376778e+03,6.226953e-01,NaN,NaN,6.265968e-03,1.288074e+16,4.005756e+19,2.329149e+20,2.982586e+16,4.637742e+20,5.715826e+18,6.658669e+20,1.610323e+02,9.791818e+00,1.512405e+02,NaN,NaN,NaN,NaN,4.068142e-02,NaN,5.037389e+06,4.384997e-03
7.224808e+03,2.582385e+03,2.561408e+03,1.370063e+04,2.207741e+04,8.376776e+03,6.222364e-01,NaN,NaN,6.270177e-03,1.289895e+16,4.002488e+19,2.329477e+20,2.989191e+16,4.637666e+20,5.723275e+18,6.660133e+20,1.610536e+02,9.804579e+00,1.512490e+02,NaN,NaN,NaN,NaN,4.067800e-02,NaN,5.038898e+06,4.392452e-03
7.231274e+03,2.581947e+03,2.560923e+03,1.366994e+04,2.204672e+04,8.376775e+03,6.216918e-01,NaN,NaN,6.275182e-03,1.292049e+16,3.998609e+19,2.329868e+20,2.997031e+16,4.637576e+20,5.732176e+18,6.661881e+20,1.610787e+02,9.819827e+00,1.512589e+02,NaN,NaN,NaN,NaN,4.067383e-02,NaN,5.040683e+06,4.395988e-03
7.238914e+03,2.581431e+03,2.560048e+03,1.361477e+04,2.199154e+04,8.376774e+03,6.207103e-01,NaN,NaN,6.284217e-03,1.295924e+16,3.991646e+19,2.330564e+20,3.011157e+16,4.637414e+20,5.748215e+18,6.665009e+20,1.611243e+02,9.847303e+00,1.512770e+02,NaN,NaN,NaN,NaN,4.066655e-02,NaN,5.043888e+06,4.400167e-03
7.252720e+03,2.580498e+03,2.559165e+03,1.355919e+04,2.193597e+04,8.376772e+03,6.197182e-01,NaN,NaN,6.293365e-03,1.299827e+16,3.984637e+19,2.331264e+20,3.025432e+16,4.637250e+20,5.764406e+18,6.668159e+20,1.611703e+02,9.875042e+00,1.512953e+02,NaN,NaN,NaN,NaN,4.065924e-02,NaN,5.047111e+06,4.407724e-03
7.266695e+03,2.579556e+03,2.558280e+03,1.350359e+04,2.188036e+04,8.376770e+03,6.187224e-01,NaN,NaN,6.302567e-03,1.303732e+16,3.977629e+19,2.331965e+20,3.039759e+16,4.637085e+20,5.780664e+18,6.671316e+20,1.612166e+02,9.902892e+00,1.513137e+02,NaN,NaN,NaN,NaN,4.065199e-02,NaN,5.050329e+06,4.415379e-03
7.280735e+03,2.578612e+03,2.557401e+03,1.344854e+04,2.182531e+04,8.376768e+03,6.177331e-01,NaN,NaN,6.311727e-03,1.307597e+16,3.970692e+19,2.332654e+20,3.053990e+16,4.636922e+20,5.796817e+18,6.674434e+20,1.612625e+02,9.930564e+00,1.513319e+02,NaN,NaN,NaN,NaN,4.064487e-02,NaN,5.053511e+06,4.423076e-03
7.294695e+03,2.577675e+03,2.556981e+03,1.342226e+04,2.179903e+04,8.376766e+03,6.172594e-01,NaN,NaN,6.316117e-03,1.309441e+16,3.967372e+19,2.332986e+20,3.060803e+16,4.636843e+20,5.804543e+18,6.675933e+20,1.612842e+02,9.943799e+00,1.513404e+02,NaN,NaN,NaN,NaN,4.064134e-02,NaN,5.055028e+06,4.430736e-03
7.301401e+03,2.577226e+03,2.556495e+03,1.339188e+04,2.176865e+04,8.376765e+03,6.167113e-01,NaN,NaN,6.321205e-03,1.311568e+16,3.963530e+19,2.333374e+20,3.068686e+16,4.636752e+20,5.813543e+18,6.677680e+20,1.613090e+02,9.959218e+00,1.513498e+02,NaN,NaN,NaN,NaN,4.063714e-02,NaN,5.056779e+06,4.434417e-03
7.309127e+03,2.576709e+03,2.555610e+03,1.333663e+04,2.171339e+04,8.376764e+03,6.157123e-01,NaN,NaN,6.330497e-03,1.315437e+16,3.956556e+19,2.334071e+20,3.083053e+16,4.636586e+20,5.829948e+18,6.680839e+20,1.613547e+02,9.987321e+00,1.513674e+02,NaN,NaN,NaN,NaN,4.062971e-02,NaN,5.059959e+06,4.438660e-03
7.323248e+03,2.575766e+03,2.554716e+03,1.328098e+04,2.165774e+04,8.376762e+03,6.147023e-01,NaN,NaN,6.339908e-03,1.319335e+16,3.949533e+19,2.334773e+20,3.097576e+16,4.636419e+20,5.846514e+18,6.684023e+20,1.614009e+02,1.001570e+01,1.513852e+02,NaN,NaN,NaN,NaN,4.062227e-02,NaN,5.063158e+06,4.446420e-03
7.337547e+03,2.574812e+03,2.553820e+03,1.322528e+04,2.160204e+04,8.376760e+03,6.136883e-01,NaN,NaN,6.349376e-03,1.323236e+16,3.942511e+19,2.335474e+20,3.112155e+16,4.636250e+20,5.863150e+18,6.687214e+20,1.614473e+02,1.004420e+01,1.514031e+02,NaN,NaN,NaN,NaN,4.061487e-02,NaN,5.066353e+06,4.454284e-03
7.351916e+03,2.573857e+03,2.552930e+03,1.317013e+04,2.154688e+04,8.376758e+03,6.126807e-01,NaN,NaN,6.358804e-03,1.327099e+16,3.935557e+19,2.336165e+20,3.126642e+16,4.636083e+20,5.879686e+18,6.690366e+20,1.614933e+02,1.007253e+01,1.514208e+02,NaN,NaN,NaN,NaN,4.060761e-02,NaN,5.069511e+06,4.462192e-03
7.366209e+03,2.572908e+03,2.552498e+03,1.314344e+04,2.152020e+04,8.376756e+03,6.121916e-01,NaN,NaN,6.363385e-03,1.328966e+16,3.932183e+19,2.336503e+20,3.133674e+16,4.636001e+20,5.887704e+18,6.691902e+20,1.615154e+02,1.008626e+01,1.514291e+02,NaN,NaN,NaN,NaN,4.060397e-02,NaN,5.071039e+06,4.470065e-03
7.373171e+03,2.572447e+03,2.552012e+03,1.311337e+04,2.149012e+04,8.376755e+03,6.116400e-01,NaN,NaN,6.368561e-03,1.331067e+16,3.928378e+19,2.336887e+20,3.141604e+16,4.635909e+20,5.896810e+18,6.693649e+20,1.615401e+02,1.010186e+01,1.514382e+02,NaN,NaN,NaN,NaN,4.059973e-02,NaN,5.072758e+06,4.473902e-03
7.380986e+03,2.571929e+03,2.551116e+03,1.305802e+04,2.143478e+04,8.376754e+03,6.106226e-01,NaN,NaN,6.378125e-03,1.334932e+16,3.921387e+19,2.337586e+20,3.156230e+16,4.635739e+20,5.913606e+18,6.696843e+20,1.615858e+02,1.013064e+01,1.514552e+02,NaN,NaN,NaN,NaN,4.059216e-02,NaN,5.075915e+06,4.478211e-03
7.395446e+03,2.570974e+03,2.550210e+03,1.300224e+04,2.137899e+04,8.376752e+03,6.095934e-01,NaN,NaN,6.387819e-03,1.338830e+16,3.914342e+19,2.338290e+20,3.171025e+16,4.635568e+20,5.930576e+18,6.700065e+20,1.616322e+02,1.015971e+01,1.514725e+02,NaN,NaN,NaN,NaN,4.058456e-02,NaN,5.079093e+06,4.486187e-03
7.410089e+03,2.570009e+03,2.549303e+03,1.294644e+04,2.132319e+04,8.376750e+03,6.085605e-01,NaN,NaN,6.397569e-03,1.342729e+16,3.907302e+19,2.338993e+20,3.185872e+16,4.635395e+20,5.947615e+18,6.703293e+20,1.616788e+02,1.018890e+01,1.514899e+02,NaN,NaN,NaN,NaN,4.057701e-02,NaN,5.082267e+06,4.494271e-03
7.424800e+03,2.569041e+03,2.548402e+03,1.289118e+04,2.126793e+04,8.376748e+03,6.075343e-01,NaN,NaN,6.407279e-03,1.346590e+16,3.900329e+19,2.339686e+20,3.200625e+16,4.635224e+20,5.964550e+18,6.706482e+20,1.617250e+02,1.021791e+01,1.515071e+02,NaN,NaN,NaN,NaN,4.056960e-02,NaN,5.085404e+06,4.502398e-03
7.439433e+03,2.568081e+03,2.547959e+03,1.286410e+04,2.124085e+04,8.376746e+03,6.070296e-01,NaN,NaN,6.412058e-03,1.348481e+16,3.896903e+19,2.340029e+20,3.207879e+16,4.635139e+20,5.972869e+18,6.708056e+20,1.617475e+02,1.023216e+01,1.515153e+02,NaN,NaN,NaN,NaN,4.056585e-02,NaN,5.086941e+06,4.510488e-03
7.446653e+03,2.567608e+03,2.547473e+03,1.283434e+04,2.121108e+04,8.376745e+03,6.064746e-01,NaN,NaN,6.417324e-03,1.350554e+16,3.893133e+19,2.340410e+20,3.215858e+16,4.635046e+20,5.982084e+18,6.709801e+20,1.617719e+02,1.024795e+01,1.515239e+02,NaN,NaN,NaN,NaN,4.056157e-02,NaN,5.088628e+06,4.514482e-03
7.454559e+03,2.567091e+03,2.546566e+03,1.277895e+04,2.115569e+04,8.376744e+03,6.054393e-01,NaN,NaN,6.427167e-03,1.354415e+16,3.886129e+19,2.341110e+20,3.230741e+16,4.634872e+20,5.999274e+18,6.713030e+20,1.618178e+02,1.027739e+01,1.515404e+02,NaN,NaN,NaN,NaN,4.055385e-02,NaN,5.091761e+06,4.518857e-03
7.469353e+03,2.566125e+03,2.545650e+03,1.272312e+04,2.109986e+04,8.376742e+03,6.043920e-01,NaN,NaN,6.437144e-03,1.358307e+16,3.879071e+19,2.341815e+20,3.245799e+16,4.634696e+20,6.016645e+18,6.716288e+20,1.618642e+02,1.030715e+01,1.515571e+02,NaN,NaN,NaN,NaN,4.054610e-02,NaN,5.094916e+06,4.527048e-03
7.484337e+03,2.565148e+03,2.544732e+03,1.266727e+04,2.104401e+04,8.376740e+03,6.033411e-01,NaN,NaN,6.447178e-03,1.362201e+16,3.872016e+19,2.342520e+20,3.260909e+16,4.634519e+20,6.034085e+18,6.719551e+20,1.619109e+02,1.033703e+01,1.515739e+02,NaN,NaN,NaN,NaN,4.053840e-02,NaN,5.098066e+06,4.535349e-03
7.499391e+03,2.564170e+03,2.543820e+03,1.261197e+04,2.098871e+04,8.376738e+03,6.022967e-01,NaN,NaN,6.457173e-03,1.366057e+16,3.865030e+19,2.343214e+20,3.275926e+16,4.634344e+20,6.051422e+18,6.722776e+20,1.619573e+02,1.036673e+01,1.515906e+02,NaN,NaN,NaN,NaN,4.053085e-02,NaN,5.101181e+06,4.543696e-03
7.514369e+03,2.563199e+03,2.543367e+03,1.258452e+04,2.096126e+04,8.376736e+03,6.017766e-01,NaN,NaN,6.462156e-03,1.367969e+16,3.861553e+19,2.343562e+20,3.283405e+16,4.634257e+20,6.060049e+18,6.724387e+20,1.619801e+02,1.038151e+01,1.515986e+02,NaN,NaN,NaN,NaN,4.052698e-02,NaN,5.102726e+06,4.552006e-03
7.521855e+03,2.562714e+03,2.542880e+03,1.255509e+04,2.093182e+04,8.376735e+03,6.012185e-01,NaN,NaN,6.467513e-03,1.370015e+16,3.857819e+19,2.343939e+20,3.291431e+16,4.634162e+20,6.069372e+18,6.726132e+20,1.620043e+02,1.039748e+01,1.516068e+02,NaN,NaN,NaN,NaN,4.052266e-02,NaN,5.104381e+06,4.556161e-03
7.529853e+03,2.562197e+03,2.541963e+03,1.249967e+04,2.087640e+04,8.376734e+03,6.001654e-01,NaN,NaN,6.477643e-03,1.373869e+16,3.850803e+19,2.344640e+20,3.306577e+16,4.633984e+20,6.086967e+18,6.729397e+20,1.620503e+02,1.042762e+01,1.516227e+02,NaN,NaN,NaN,NaN,4.051478e-02,NaN,5.107491e+06,4.560602e-03
